name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
,,,#222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delibird,Delibird,デリバード,#225,50,50,Delivery Pokémon,Ice,Flying,35,0.9,35.3,16.0,45,55,45,65,45,75,1 Speed Point(s),1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
,,,#226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,Airmd,エアームド,#227,50,50,Armor Bird Pokémon,Steel,Flying,67,1.7,111.3,50.5,65,80,140,40,70,70,2 Defense Point(s),0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
Houndour,Delvil,デルビル,#228,50,50,Dark Pokémon,Dark,Fire,24,0.6,23.8,10.8,45,60,30,80,50,65,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Houndoom,Hellgar,ヘルガー,#229,50,50,Dark Pokémon,Dark,Fire,55,1.4,77.2,35.0,75,90,50,110,80,95,2 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Kingdra,Kingdra,キングドラ,#230,50,50,Dragon Pokémon,Water,Dragon,71,1.8,335.1,152.0,75,95,95,95,95,85,1 Attack Point(s)1 Sp. Attack Point(s)1 Sp. Defense Point(s),1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Phanpy,Gomazou,ゴマゾウ,#231,50,50,Long Nose Pokémon,Ground,,20,0.5,73.9,33.5,90,60,60,40,40,40,1 HP Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Donphan,Donfan,ドンファン,#232,50,50,Armor Pokémon,Ground,,43,1.1,264.6,120.0,90,120,120,60,60,50,1 Attack Point(s)1 Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Porygon2,Porygon2,ポリゴン２,#233,,,Virtual Pokémon,Normal,,24,0.6,71.6,32.5,85,80,90,105,95,60,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Stantler,Odoshishi,オドシシ,#234,50,50,Big Horn Pokémon,Normal,,55,1.4,157.0,71.2,73,95,62,85,65,85,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Smeargle,Doble,ドーブル,#235,50,50,Painter Pokémon,Normal,,47,1.2,127.9,58.0,55,20,35,20,45,75,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tyrogue,Balkie,バルキー,#236,100,0,Scuffle Pokémon,Fighting,,28,0.7,46.3,21.0,35,35,35,35,35,35,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmontop,Kapoerer,カポエラー,#237,100,0,Handstand Pokémon,Fighting,,55,1.4,105.8,48.0,50,95,95,35,110,70,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
,,,#238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elekid,Elekid,エレキッド,#239,75,25,Electric Pokémon,Electric,,24,0.6,51.8,23.5,45,63,37,65,55,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magby,Buby,ブビィ,#240,75,25,Live Coal Pokémon,Fire,,28,0.7,47.2,21.4,45,75,37,70,55,83,1 Speed Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
,,,#241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,Happinas,ハピナス,#242,0,100,Happiness Pokémon,Normal,,59,1.5,103.2,46.8,255,10,10,75,135,55,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Raikou,Raikou,ライコウ,#243,,,Thunder Pokémon,Electric,,75,1.9,392.4,178.0,90,85,75,115,100,115,2 Speed Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Entei,Entei,エンテイ,#244,,,Volcano Pokémon,Fire,,83,2.1,436.5,198.0,115,115,85,90,75,100,1 HP Point(s)2 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Suicune,Suicune,スイクン,#245,,,Aurora Pokémon,Water,,79,2.0,412.3,187.0,100,75,115,90,115,85,1 Defense Point(s)2 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Larvitar,Yogiras,ヨーギラス,#246,50,50,Rock Skin Pokémon,Rock,Ground,24,0.6,158.7,72.0,50,64,50,45,50,41,1 Attack Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Pupitar,Sanagiras,サナギラス,#247,50,50,Hard Shell Pokémon,Rock,Ground,47,1.2,335.1,152.0,70,84,70,65,70,51,2 Attack Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Tyranitar,Bangiras,バンギラス,#248,50,50,Armor Pokémon,Rock,Dark,79,2.0,445.3,202.0,100,134,110,95,100,61,3 Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Lugia,Lugia,ルギア,#249,,,Diving Pokémon,Psychic,Flying,205,5.2,476.2,216.0,106,90,130,90,154,110,3 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Ho-Oh,Houou,ホウオウ,#250,,,Rainbow Pokémon,Fire,Flying,150,3.8,438.7,199.0,106,130,90,110,154,90,3 Sp. Defense Point(s),1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
,,,#251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treecko,Kimori,キモリ,#252,88,12,Wood Gecko Pokémon,Grass,,20,0.5,11.0,5.0,40,45,35,65,55,70,1 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grovyle,Juptile,ジュプトル,#253,88,12,Wood Gecko Pokémon,Grass,,35,0.9,47.6,21.6,50,65,45,85,65,95,2 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sceptile,Jukain,ジュカイン,#254,88,12,Forest Pokémon,Grass,,67,1.7,115.1,52.2,70,85,65,105,85,120,3 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Torchic,Achamo,アチャモ,#255,88,12,Chick Pokémon,Fire,,16,0.4,5.5,2.5,45,60,40,70,50,45,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Combusken,Wakasyamo,ワカシャモ,#256,88,12,Young Fowl Pokémon,Fire,Fighting,35,0.9,43.0,19.5,60,85,60,85,60,55,1 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Blaziken,Bursyamo,バシャーモ,#257,88,12,Blaze Pokémon,Fire,Fighting,75,1.9,114.6,52.0,80,120,70,110,70,80,3 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Mudkip,Mizugorou,ミズゴロウ,#258,88,12,Mud Fish Pokémon,Water,,16,0.4,16.8,7.6,50,70,50,50,50,40,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Marshtomp,Numacraw,ヌマクロー,#259,88,12,Mud Fish Pokémon,Water,Ground,28,0.7,61.7,28.0,70,85,70,60,70,50,2 Attack Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Swampert,Laglarge,ラグラージ,#260,88,12,Mud Fish Pokémon,Water,Ground,59,1.5,180.6,81.9,100,110,90,85,90,60,3 Attack Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Poochyena,Pochiena,ポチエナ,#261,50,50,Bite Pokémon,Dark,,20,0.5,30.0,13.6,35,55,35,30,30,35,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Mightyena,Graena,グラエナ,#262,50,50,Bite Pokémon,Dark,,39,1.0,81.6,37.0,70,90,70,60,60,70,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
,,,#263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotad,Hassboh,ハスボー,#270,50,50,Water Weed Pokémon,Water,Grass,20,0.5,5.7,2.6,40,30,30,40,50,30,1 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Lombre,Hasubrero,ハスブレロ,#271,50,50,Jolly Pokémon,Water,Grass,47,1.2,71.6,32.5,60,50,50,60,70,50,2 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Ludicolo,Runpappa,ルンパッパ,#272,50,50,Carefree Pokémon,Water,Grass,59,1.5,121.3,55.0,80,70,70,90,100,70,3 Sp. Defense Point(s),1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Seedot,Taneboh,タネボー,#273,50,50,Acorn Pokémon,Grass,,20,0.5,8.8,4.0,40,40,50,30,30,30,1 Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Nuzleaf,Konohana,コノハナ,#274,50,50,Wily Pokémon,Grass,Dark,39,1.0,61.7,28.0,70,70,40,60,40,60,2 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Shiftry,Dirteng,ダーテング,#275,50,50,Wickid Pokémon,Grass,Dark,51,1.3,131.4,59.6,90,100,60,90,60,80,3 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
,,,#276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingull,Camome,キャモメ,#278,50,50,Seagull Pokémon,Water,Flying,24,0.6,20.9,9.5,40,30,30,55,30,85,1 Speed Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Pelipper,Pelipper,ペリッパー,#279,50,50,Water Bird Pokémon,Water,Flying,47,1.2,61.7,28.0,60,50,100,95,70,65,2 Defense Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Ralts,Ralts,ラルトス,#280,50,50,Feeling Pokémon,Psychic,Fairy,16,0.4,14.6,6.6,28,25,25,45,35,40,1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Kirlia,Kirlia,キルリア,#281,50,50,Emotion Pokémon,Psychic,Fairy,31,0.8,44.5,20.2,38,35,35,65,55,50,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Gardevoir,Sirnight,サーナイト,#282,50,50,Embrace Pokémon,Psychic,Fairy,63,1.6,106.7,48.4,68,65,65,125,115,80,3 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Surskit,Ametama,アメタマ,#283,50,50,Pond Skater Pokémon,Bug,Water,20,0.5,3.7,1.7,40,30,32,50,52,65,1 Speed Point(s),1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Masquerain,Amemoth,アメモース,#284,50,50,Eyeball Pokémon,Bug,Flying,31,0.8,7.9,3.6,70,60,62,100,82,80,1 Sp. Attack Point(s)1 Sp. Defense Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Shroomish,Kinococo,キノココ,#285,50,50,Mushroom Pokémon,Grass,,16,0.4,9.9,4.5,60,40,60,40,60,35,1 HP Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Breloom,Kinogassa,キノガッサ,#286,50,50,Mushroom Pokémon,Grass,Fighting,47,1.2,86.4,39.2,60,130,80,60,60,70,2 Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
Slakoth,Namakero,ナマケロ,#287,50,50,Slacker Pokémon,Normal,,31,0.8,52.9,24.0,60,60,60,35,35,30,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vigoroth,Yarukimono,ヤルキモノ,#288,50,50,Wild Monkey Pokémon,Normal,,55,1.4,102.5,46.5,80,80,80,55,55,90,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slaking,Kekking,ケッキング,#289,50,50,Lazy Pokémon,Normal,,79,2.0,287.7,130.5,150,160,100,95,65,100,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
,,,#290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makuhita,Makunoshita,マクノシタ,#296,75,25,Guts Pokémon,Fighting,,39,1.0,190.5,86.4,72,60,30,20,30,25,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hariyama,Hariteyama,ハリテヤマ,#297,75,25,Arm Thrust Pokémon,Fighting,,91,2.3,559.5,253.8,144,120,60,40,60,50,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Azurill,Ruriri,ルリリ,#298,25,75,Polka Dot Pokémon,Normal,Fairy,8,0.2,4.4,2.0,50,20,40,20,40,20,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Nosepass,Nosepass,ノズパス,#299,50,50,Compass Pokémon,Rock,,39,1.0,213.8,97.0,30,45,135,45,90,30,1 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
,,,#300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sableye,Yamirami,ヤミラミ,#302,50,50,Darkness Pokémon,Dark,Ghost,20,0.5,24.3,11.0,50,75,75,65,65,50,1 Attack Point(s)1 Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
,,,#303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meditite,Asanan,アサナン,#307,50,50,Meditate Pokémon,Fighting,Psychic,24,0.6,24.7,11.2,30,40,55,40,55,60,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Medicham,Charem,チャーレム,#308,50,50,Meditate Pokémon,Fighting,Psychic,51,1.3,69.4,31.5,60,60,75,60,75,80,2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
,,,#309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plusle,Prasle,プラスル,#311,50,50,Cheering Pokémon,Electric,,16,0.4,9.3,4.2,60,50,40,85,75,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Minun,Minun,マイナン,#312,50,50,Cheering Pokémon,Electric,,16,0.4,9.3,4.2,60,40,50,75,85,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Volbeat,Barubeat,バルビート,#313,100,0,Firefly Pokémon,Bug,,28,0.7,39.0,17.7,65,73,75,47,85,85,1 Speed Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Illumise,Illumise,イルミーゼ,#314,0,100,Firefly Pokémon,Bug,,24,0.6,39.0,17.7,65,47,75,73,85,85,1 Speed Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
,,,#315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulpin,Gokulin,ゴクリン,#316,50,50,Stomach Pokémon,Poison,,16,0.4,22.7,10.3,70,43,53,43,53,40,1 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Swalot,Marunoom,マルノーム,#317,50,50,Poison Bag Pokémon,Poison,,67,1.7,176.4,80.0,100,73,83,73,83,55,2 HP Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
,,,#318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numel,Donmel,ドンメル,#322,50,50,Numb Pokémon,Fire,Ground,28,0.7,52.9,24.0,60,60,40,65,45,35,1 Sp. Attack Point(s),1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Camerupt,Bakuuda,バクーダ,#323,50,50,Eruption Pokémon,Fire,Ground,75,1.9,485.0,220.0,70,100,70,105,75,40,1 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Torkoal,Cotoise,コータス,#324,50,50,Coal Pokémon,Fire,,20,0.5,177.2,80.4,70,85,140,85,70,20,2 Defense Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Spoink,Baneboo,バネブー,#325,50,50,Bounce Pokémon,Psychic,,28,0.7,67.5,30.6,60,25,35,70,80,60,1 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Grumpig,Boopig,ブーピッグ,#326,50,50,Manipulate Pokémon,Psychic,,35,0.9,157.6,71.5,80,45,65,90,110,80,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
,,,#327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapinch,Nuckrar,ナックラー,#328,50,50,Ant Pit Pokémon,Ground,,28,0.7,33.1,15.0,45,100,45,45,45,10,1 Attack Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vibrava,Vibrava,ビブラーバ,#329,50,50,Vibration Pokémon,Ground,Dragon,43,1.1,33.7,15.3,50,70,50,50,50,70,1 Attack Point(s)1 Speed Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Flygon,Flygon,フライゴン,#330,50,50,Mystic Pokémon,Ground,Dragon,79,2.0,180.8,82.0,80,100,80,80,80,100,1 Attack Point(s)2 Speed Point(s),1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Cacnea,Sabonea,サボネア,#331,50,50,Cactus Pokémon,Grass,,16,0.4,113.1,51.3,50,85,40,85,40,35,1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cacturne,Noctus,ノクタス,#332,50,50,Scarecrow Pokémon,Grass,Dark,51,1.3,170.6,77.4,70,115,60,115,60,55,1 Attack Point(s)1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Swablu,Tyltto,チルット,#333,50,50,Cotton Bird Pokémon,Normal,Flying,16,0.4,2.6,1.2,45,40,60,40,75,50,1 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Altaria,Tyltalis,チルタリス,#334,50,50,Humming Pokémon,Dragon,Flying,43,1.1,45.4,20.6,75,70,90,70,105,80,2 Sp. Defense Point(s),1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Zangoose,Zangoose,ザングース,#335,50,50,Cat Ferret Pokémon,Normal,,51,1.3,88.8,40.3,73,115,60,60,60,90,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Seviper,Habunake,ハブネーク,#336,50,50,Fang Snake Pokémon,Poison,,106,2.7,115.7,52.5,73,100,60,100,60,65,1 Attack Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
,,,#337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barboach,Dojoach,ドジョッチ,#339,50,50,Whiskers Pokémon,Water,Ground,16,0.4,4.2,1.9,50,48,43,46,41,60,1 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
