name,japanese_name_romanji,japanese_name_kana,number,prop. male,prop. female,classification,type1,type2,height_in,height_m,weight_lbs,weight_kg,hit_points,attack,defense,sp_att,sp_def,speed,effort_values,wk_normal,wk_fire,wk_water,wk_electric,wk_grass,wk_ice,wk_fighting,wk_poison,wk_ground,wk_flying,wk_psychic,wk_bug,wk_rock,wk_ghost,wk_dragon,wk_dark,wk_steel,wk_fairy
Natu,Naty,ネイティ,#177,2,8,Little Bird Pokémon,Psychic,Flying,8,0.2,4.4,2.0,40,50,45,70,45,70,1 Sp. Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Xatu,Natio,ネイティオ,#178,2,8,Mystic Pokémon,Psychic,Flying,59,1.5,33.1,15.0,65,75,70,95,70,95,1 Speed Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Mareep,Merriep,メリープ,#179,2,8,Wool Pokémon,Electric,,24,0.6,17.2,7.8,55,40,40,65,45,35,1 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flaaffy,Mokoko,モココ,#180,2,8,Wool Pokémon,Electric,,31,0.8,29.3,13.3,70,55,55,80,60,45,2 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Ampharos,Denryu,デンリュウ,#181,2,8,Light Pokémon,Electric,,55,1.4,135.6,61.5,90,75,85,115,90,55,3 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Bellossom,Kireihana,キレイハナ,#182,2,8,Flower Pokémon,Grass,,16,0.4,12.8,5.8,75,80,95,90,100,50,3 Sp. Defense Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Marill,Maril,マリル,#183,2,8,Aquamouse Pokémon,Water,Fairy,16,0.4,18.7,8.5,70,20,50,20,50,40,2 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Azumarill,Marilli,マリルリ,#184,2,8,Aquarabbit Pokémon,Water,Fairy,31,0.8,62.8,28.5,100,50,80,60,80,50,3 HP Point(s),1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Sudowoodo,Usokkie,ウソッキー,#185,2,8,Imitation Pokémon,Rock,,47,1.2,83.8,38.0,70,100,115,30,65,30,2 Defense Point(s),0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Politoed,Nyorotono,ニョロトノ,#186,2,8,Frog Pokémon,Water,,43,1.1,74.7,33.9,90,75,75,90,100,70,3 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Hoppip,Hanecco,ハネッコ,#187,2,8,Cottonweed Pokémon,Grass,Flying,16,0.4,1.1,0.5,35,35,40,35,55,50,1 Sp. Defense Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Skiploom,Popocco,ポポッコ,#188,2,8,Cottonweed Pokémon,Grass,Flying,24,0.6,2.2,1.0,55,45,50,45,65,80,2 Speed Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Jumpluff,Watacco,ワタッコ,#189,2,8,Cottonweed Pokémon,Grass,Flying,31,0.8,6.6,3.0,75,55,70,55,95,110,3 Speed Point(s),1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Aipom,Eipam,エイパム,#190,2,8,Long Tail Pokémon,Normal,,31,0.8,25.4,11.5,55,70,55,40,55,85,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sunkern,Himanuts,ヒマナッツ,#191,2,8,Seed Pokémon,Grass,,12,0.3,4.0,1.8,30,30,30,30,30,30,1 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sunflora,Kimawari,キマワリ,#192,2,8,Sun Pokémon,Grass,,31,0.8,18.7,8.5,75,75,55,105,85,30,2 Sp. Attack Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Yanma,Yanyanma,ヤンヤンマ,#193,2,8,Clear Wing Pokémon,Bug,Flying,47,1.2,83.8,38.0,65,65,45,75,45,95,1 Speed Point(s),1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Wooper,Upah,ウパー,#194,2,8,Water Fish Pokémon,Water,Ground,16,0.4,18.7,8.5,55,45,45,25,25,15,1 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Quagsire,Nuoh,ヌオー,#195,2,8,Water Fish Pokémon,Water,Ground,55,1.4,165.3,75.0,95,85,85,65,65,35,2 HP Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Espeon,Eifie,エーフィ,#196,14,86,Sun Pokémon,Psychic,,35,0.9,58.4,26.5,65,65,60,130,95,110,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Umbreon,Bracky,ブラッキー,#197,14,86,Moonlight Pokémon,Dark,,39,1.0,59.5,27.0,95,65,110,60,130,65,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Murkrow,Yamikarasu,ヤミカラス,#198,2,8,Darkness Pokémon,Dark,Flying,20,0.5,4.6,2.1,60,85,42,85,42,91,1 Speed Point(s),1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Slowking,Yadoking,ヤドキング,#199,2,8,Royal Pokémon (Johtonian)Hexpert Pokémon (Galarian),Water,Psychic,79,2.0,175.3,79.5,95,75,80,100,110,30,2 Sp. Defense Point(s)Galarian Form2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
Misdreavus,Muma,ムウマ,#200,2,8,Screech Pokémon,Ghost,,28,0.7,2.2,1.0,60,60,60,85,85,85,1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Unown,Unknown,アンノーン,#201,,,Symbol Pokémon,Psychic,,20,0.5,11.0,5.0,48,72,48,72,48,48,1 Attack Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Wobbuffet,Sonans,ソーナンス,#202,2,8,Patient Pokémon,Psychic,,51,1.3,62.8,28.5,190,33,58,33,58,33,2 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Girafarig,Kirinriki,キリンリキ,#203,2,8,Long Neck Pokémon,Normal,Psychic,59,1.5,91.5,41.5,70,80,65,90,65,85,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
Pineco,Kunugidama,クヌギダマ,#204,2,8,Bagworm Pokémon,Bug,,24,0.6,15.9,7.2,50,65,90,35,35,15,1 Defense Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Forretress,Foretos,フォレトス,#205,2,8,Bagworm Pokémon,Bug,Steel,47,1.2,277.3,125.8,75,90,140,60,60,40,2 Defense Point(s),0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Dunsparce,Nokocchi,ノコッチ,#206,2,8,Land Snake Pokémon,Normal,,59,1.5,30.9,14.0,100,70,70,65,65,45,1 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gligar,Gliger,グライガー,#207,2,8,Flyscorpion Pokémon,Ground,Flying,43,1.1,142.9,64.8,65,75,105,35,65,85,1 Defense Point(s),1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Steelix,Haganeil,ハガネール,#208,2,8,Iron Snake Pokémon,Steel,Ground,362,9.2,881.8,400.0,75,85,200,55,65,30,2 Defense Point(s),0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Snubbull,Bulu,ブルー,#209,9,1,Fairy Pokémon,Fairy,,24,0.6,17.2,7.8,60,80,50,40,40,30,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Granbull,Granbulu,グランブル,#210,9,1,Fairy Pokémon,Fairy,,55,1.4,107.4,48.7,90,120,75,60,60,45,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Qwilfish,Harysen,ハリーセン,#211,2,8,Balloon Pokémon,Water,Poison,20,0.5,8.6,3.9,65,95,85,55,55,85,1 Attack Point(s),1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Scizor,Hassam,ハッサム,#212,2,8,Pincer Pokémon,Bug,Steel,71,1.8,260.1,118.0,70,130,100,55,80,65,2 Attack Point(s),0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Shuckle,Tsubotsubo,ツボツボ,#213,2,8,Mold Pokémon,Bug,Rock,24,0.6,45.2,20.5,20,10,230,10,230,5,1 Defense Point(s)1 Sp. Defense Point(s),0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Heracross,Heracros,ヘラクロス,#214,2,8,Singlehorn Pokémon,Bug,Fighting,59,1.5,119.0,54.0,80,125,75,40,95,85,2 Attack Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
Sneasel,Nyula,ニューラ,#215,2,8,Sharp Claw Pokémon,Dark,Ice,35,0.9,61.7,28.0,55,95,55,35,75,115,1 Speed Point(s),1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Teddiursa,Himeguma,ヒメグマ,#216,2,8,Little Bear Pokémon,Normal,,24,0.6,19.4,8.8,60,80,50,50,50,40,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Ursaring,Ringuma,リングマ,#217,2,8,Hibernator Pokémon,Normal,,71,1.8,277.3,125.8,90,130,75,75,75,55,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slugma,Magmag,マグマッグ,#218,2,8,Lava Pokémon,Fire,,28,0.7,77.2,35.0,40,40,40,70,40,20,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Magcargo,Magcargot,マグカルゴ,#219,2,8,Lava Pokémon,Fire,Rock,31,0.8,121.3,55.0,60,50,120,90,80,30,2 Defense Point(s),0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Swinub,Urimoo,ウリムー,#220,2,8,Pig Pokémon,Ice,Ground,16,0.4,14.3,6.5,50,50,40,30,30,50,1 Attack Point(s),1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Piloswine,Inomoo,イノムー,#221,2,8,Swine Pokémon,Ice,Ground,43,1.1,123.0,55.8,100,100,80,60,60,50,1 HP Point(s)1 Attack Point(s),1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Corsola,Sunnygo,サニーゴ,#222,9,1,Coral Pokémon,Water,Rock,24,0.6,11.0,5.0,65,55,95,65,95,35,1 Defense Point(s)1 Sp. Defense Point(s)Galarian Form1 Sp. Defense Point(s),0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Remoraid,Teppouo,テッポウオ,#223,2,8,Jet Pokémon,Water,,24,0.6,26.5,12.0,35,65,35,65,35,65,1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Octillery,Okutank,オクタン,#224,2,8,Jet Pokémon,Water,,35,0.9,62.8,28.5,75,105,75,105,75,45,1 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Delibird,Delibird,デリバード,#225,2,8,Delivery Pokémon,Ice,Flying,35,0.9,35.3,16.0,45,55,45,65,45,75,1 Speed Point(s),1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
Mantine,Mantain,マンタイン,#226,2,8,Kite Pokémon,Water,Flying,83,2.1,485.0,220.0,85,40,70,80,140,70,2 Sp. Defense Point(s),1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Skarmory,Airmd,エアームド,#227,2,8,Armor Bird Pokémon,Steel,Flying,67,1.7,111.3,50.5,65,80,140,40,70,70,2 Defense Point(s),0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
Houndour,Delvil,デルビル,#228,2,8,Dark Pokémon,Dark,Fire,24,0.6,23.8,10.8,45,60,30,80,50,65,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Houndoom,Hellgar,ヘルガー,#229,2,8,Dark Pokémon,Dark,Fire,55,1.4,77.2,35.0,75,90,50,110,80,95,2 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Kingdra,Kingdra,キングドラ,#230,2,8,Dragon Pokémon,Water,Dragon,71,1.8,335.1,152.0,75,95,95,95,95,85,1 Attack Point(s)1 Sp. Attack Point(s)1 Sp. Defense Point(s),1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Phanpy,Gomazou,ゴマゾウ,#231,2,8,Long Nose Pokémon,Ground,,20,0.5,73.9,33.5,90,60,60,40,40,40,1 HP Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Donphan,Donfan,ドンファン,#232,2,8,Armor Pokémon,Ground,,43,1.1,264.6,120.0,90,120,120,60,60,50,1 Attack Point(s)1 Defense Point(s),1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Porygon2,Porygon2,ポリゴン２,#233,,,Virtual Pokémon,Normal,,24,0.6,71.6,32.5,85,80,90,105,95,60,2 Sp. Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Stantler,Odoshishi,オドシシ,#234,2,8,Big Horn Pokémon,Normal,,55,1.4,157.0,71.2,73,95,62,85,65,85,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Smeargle,Doble,ドーブル,#235,2,8,Painter Pokémon,Normal,,47,1.2,127.9,58.0,55,20,35,20,45,75,1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tyrogue,Balkie,バルキー,#236,100,0,Scuffle Pokémon,Fighting,,28,0.7,46.3,21.0,35,35,35,35,35,35,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmontop,Kapoerer,カポエラー,#237,100,0,Handstand Pokémon,Fighting,,55,1.4,105.8,48.0,50,95,95,35,110,70,2 Sp. Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Smoochum,Muchul,ムチュール,#238,0,100,Kiss Pokémon,Ice,Psychic,16,0.4,13.2,6.0,45,30,15,85,65,65,1 Sp. Attack Point(s),1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Elekid,Elekid,エレキッド,#239,49,51,Electric Pokémon,Electric,,24,0.6,51.8,23.5,45,63,37,65,55,95,1 Speed Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magby,Buby,ブビィ,#240,49,51,Live Coal Pokémon,Fire,,28,0.7,47.2,21.4,45,75,37,70,55,83,1 Speed Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Miltank,Miltank,ミルタンク,#241,0,100,Milk Cow Pokémon,Normal,,47,1.2,166.4,75.5,95,80,105,40,70,100,2 Defense Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Blissey,Happinas,ハピナス,#242,0,100,Happiness Pokémon,Normal,,59,1.5,103.2,46.8,255,10,10,75,135,55,3 HP Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Raikou,Raikou,ライコウ,#243,,,Thunder Pokémon,Electric,,75,1.9,392.4,178.0,90,85,75,115,100,115,2 Speed Point(s)1 Sp. Attack Point(s),1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Entei,Entei,エンテイ,#244,,,Volcano Pokémon,Fire,,83,2.1,436.5,198.0,115,115,85,90,75,100,1 HP Point(s)2 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Suicune,Suicune,スイクン,#245,,,Aurora Pokémon,Water,,79,2.0,412.3,187.0,100,75,115,90,115,85,1 Defense Point(s)2 Sp. Defense Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Larvitar,Yogiras,ヨーギラス,#246,2,8,Rock Skin Pokémon,Rock,Ground,24,0.6,158.7,72.0,50,64,50,45,50,41,1 Attack Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Pupitar,Sanagiras,サナギラス,#247,2,8,Hard Shell Pokémon,Rock,Ground,47,1.2,335.1,152.0,70,84,70,65,70,51,2 Attack Point(s),0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Tyranitar,Bangiras,バンギラス,#248,2,8,Armor Pokémon,Rock,Dark,79,2.0,445.3,202.0,100,134,110,95,100,61,3 Attack Point(s),0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Lugia,Lugia,ルギア,#249,,,Diving Pokémon,Psychic,Flying,205,5.2,476.2,216.0,106,90,130,90,154,110,3 Sp. Defense Point(s),1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Ho-Oh,Houou,ホウオウ,#250,,,Rainbow Pokémon,Fire,Flying,150,3.8,438.7,199.0,106,130,90,110,154,90,3 Sp. Defense Point(s),1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
Celebi,Celebi,セレビィ,#251,,,Time Travel Pokémon,Psychic,Grass,24,0.6,11.0,5.0,100,100,100,100,100,100,3 HP Point(s),1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Treecko,Kimori,キモリ,#252,14,86,Wood Gecko Pokémon,Grass,,20,0.5,11.0,5.0,40,45,35,65,55,70,1 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grovyle,Juptile,ジュプトル,#253,14,86,Wood Gecko Pokémon,Grass,,35,0.9,47.6,21.6,50,65,45,85,65,95,2 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sceptile,Jukain,ジュカイン,#254,14,86,Forest Pokémon,Grass,,67,1.7,115.1,52.2,70,85,65,105,85,120,3 Speed Point(s),1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Torchic,Achamo,アチャモ,#255,14,86,Chick Pokémon,Fire,,16,0.4,5.5,2.5,45,60,40,70,50,45,1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Combusken,Wakasyamo,ワカシャモ,#256,14,86,Young Fowl Pokémon,Fire,Fighting,35,0.9,43.0,19.5,60,85,60,85,60,55,1 Attack Point(s)1 Sp. Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Blaziken,Bursyamo,バシャーモ,#257,14,86,Blaze Pokémon,Fire,Fighting,75,1.9,114.6,52.0,80,120,70,110,70,80,3 Attack Point(s),1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Mudkip,Mizugorou,ミズゴロウ,#258,14,86,Mud Fish Pokémon,Water,,16,0.4,16.8,7.6,50,70,50,50,50,40,1 Attack Point(s),1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Marshtomp,Numacraw,ヌマクロー,#259,14,86,Mud Fish Pokémon,Water,Ground,28,0.7,61.7,28.0,70,85,70,60,70,50,2 Attack Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Swampert,Laglarge,ラグラージ,#260,14,86,Mud Fish Pokémon,Water,Ground,59,1.5,180.6,81.9,100,110,90,85,90,60,3 Attack Point(s),1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Poochyena,Pochiena,ポチエナ,#261,2,8,Bite Pokémon,Dark,,20,0.5,30.0,13.6,35,55,35,30,30,35,1 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Mightyena,Graena,グラエナ,#262,2,8,Bite Pokémon,Dark,,39,1.0,81.6,37.0,70,90,70,60,60,70,2 Attack Point(s),1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Zigzagoon,Jiguzaguma,ジグザグマ,#263,2,8,Tiny Racoon Pokémon,Normal,Dark,16,0.4,38.6,17.5,38,30,41,30,41,60,1 Speed Point(s)Galarian Form1 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Linoone,Massuguma,マッスグマ,#264,2,8,Rushing Pokémon,Normal,Dark,20,0.5,71.6,32.5,78,70,61,50,61,100,2 Speed Point(s)Galarian Form2 Speed Point(s),1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Wurmple,Kemusso,ケムッソ,#265,2,8,Worm Pokémon,Bug,,12,0.3,7.9,3.6,45,45,35,20,30,20,1 HP Point(s),1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
